from,to,type,weight
James S. Sherman,Theodore Roosevelt,same_birth_country,1
James S. Sherman,Tim Cook,same_birth_country,1
James S. Sherman,Tim Walz,same_birth_country,1
James S. Sherman,Tony Evers,same_birth_country,1
James S. Sherman,Tim Kaine,same_birth_country,1
James S. Sherman,Tom Wolf,same_birth_country,1
James S. Sherman,Ulysses S. Grant,same_birth_country,1
James S. Sherman,Walter Mondale,same_birth_country,1
James S. Sherman,Warren G. Harding,same_birth_country,1
James S. Sherman,Taylor Swift,same_birth_country,1
James S. Sherman,William Barr,same_birth_country,1
James S. Sherman,William A. Wheeler,same_birth_country,1
James S. Sherman,William Faulkner,same_birth_country,1
James S. Sherman,William P. Rogers,same_birth_country,1
James S. Sherman,William R. King,same_birth_country,1
James S. Sherman,William Howard Taft,same_birth_country,1
James S. Sherman,William Weld,same_birth_country,1
James S. Sherman,William McKinley,same_birth_country,1
James Tobin,Janet Reno,same_birth_country,1
James Tobin,Jared Kushner,same_birth_country,1
James Tobin,Jared Polis,same_birth_country,1
James Tobin,Jean Kennedy Smith,same_birth_country,1
James Tobin,Janet Mills,same_birth_country,1
James Tobin,Jay Inslee,same_birth_country,1
James Tobin,Jen Psaki,same_birth_country,1
James Tobin,Jeff Bezos,same_birth_country,1
James Tobin,Jesse Jackson,same_birth_country,1
James Tobin,Jim Webb,same_birth_country,1
James Tobin,Jim McGreevey,same_birth_country,1
James Tobin,Jill Stein,same_birth_country,1
James Tobin,Jill Biden,same_birth_country,1
James Tobin,John Boehner,same_birth_country,1
James Tobin,Jim Justice,same_birth_country,1
James Tobin,John C. Breckinridge,same_birth_country,1
James Tobin,John Bel Edwards,same_birth_country,1
James Tobin,John C. Calhoun,same_birth_country,1
James Tobin,John Foster Dulles,same_birth_country,1
James Tobin,John Glenn,same_birth_country,1
James Tobin,John Hickenlooper,same_birth_country,1
James Tobin,Jimmy Carter,same_birth_country,1
James Tobin,John F. Kennedy,same_birth_country,1
James Tobin,John Kasich,same_birth_country,1
James Tobin,John Carney,same_birth_country,1
James Tobin,John Roberts,same_birth_country,1
James Tobin,John Nance Garner,same_birth_country,1
James Tobin,John Quincy Adams,same_birth_country,1
James Tobin,John O. Brennan,same_birth_country,1
James Tobin,John R. Bolton,same_birth_country,1
James Tobin,Joe Biden,same_birth_country,1
James Tobin,John Tyler,same_birth_country,1
James Tobin,Jon Ossoff,same_birth_country,1
James Tobin,Joseph McCarthy,same_birth_country,1
James Tobin,John Volpe,same_birth_country,1
James Tobin,Joshua Angrist,same_birth_country,1
James Tobin,Josh Shapiro,same_birth_country,1
James Tobin,Joseph Stiglitz,same_birth_country,1
James Tobin,Karen Pence,same_birth_country,1
James Tobin,Kate Brown,same_birth_country,1
James Tobin,Kevin McCarthy,same_birth_country,1
James Tobin,Kay Ivey,same_birth_country,1
James Tobin,Kenneth Arrow,same_birth_country,1
James Tobin,Kevin Stitt,same_birth_country,1
James Tobin,Kamala Harris,same_birth_country,1
James Tobin,Kim Reynolds,same_birth_country,1
James Tobin,Kristi Noem,same_birth_country,1
James Tobin,Kurt Vonnegut,same_birth_country,1
James Tobin,Lady Bird Johnson,same_birth_country,1
James Tobin,Larry Hogan,same_birth_country,1
James Tobin,Lawrence Summers,same_birth_country,1
James Tobin,Lawrence Klein,same_birth_country,1
James Tobin,Leon Panetta,same_birth_country,1
James Tobin,Lucy Webb Hayes,same_birth_country,1
James Tobin,Lloyd Austin,same_birth_country,1
James Tobin,Laura Kelly,same_birth_country,1
James Tobin,Lyndon B. Johnson,same_birth_country,1
James Tobin,Marianne Williamson,same_birth_country,1
James Tobin,Marco Rubio,same_birth_country,1
James Tobin,Mark Leno,same_birth_country,1
James Tobin,Mark Gordon (chính trị gia),same_birth_country,1
James Tobin,Martin O'Malley,same_birth_country,1
James Tobin,Mark Zuckerberg,same_birth_country,1
James Tobin,Michael Spence,same_birth_country,1
James Tobin,Michael Froman,same_birth_country,1
James Tobin,Miguel Cardona,same_birth_country,1
James Tobin,Mike Johnson,same_birth_country,1
James Tobin,Mike Pence,same_birth_country,1
James Tobin,Mike Pompeo,same_birth_country,1
James Tobin,Michelle Obama,same_birth_country,1
James Tobin,Mike Dunleavy,same_birth_country,1
James Tobin,Mitch McConnell,same_birth_country,1
James Tobin,Michelle Lujan Grisham,same_birth_country,1
James Tobin,Milton Friedman,same_birth_country,1
James Tobin,Mike DeWine,same_birth_country,1
James Tobin,Nancy Pelosi,same_birth_country,1
James Tobin,Neil Gorsuch,same_birth_country,1
James Tobin,Ned Lamont,same_birth_country,1
James Tobin,Nelson Rockefeller,same_birth_country,1
James Tobin,Norman Naimark,same_birth_country,1
James Tobin,Nikki Haley,same_birth_country,1
James Tobin,Oliver Wolcott Jr.,same_birth_country,1
James Tobin,Paul Ryan,same_birth_country,1
James Tobin,Paul Samuelson,same_birth_country,1
James Tobin,Pete Buttigieg,same_birth_country,1
James Tobin,Phil Scott,same_birth_country,1
James Tobin,Pete Ricketts,same_birth_country,1
James Tobin,Pete Hegseth,same_birth_country,1
James Tobin,Phil Murphy,same_birth_country,1
James Tobin,Rafael Mandelman,same_birth_country,1
James Tobin,Noam Chomsky,same_birth_country,1
James Tobin,Rand Paul,same_birth_country,1
James Tobin,Richard Rush,same_birth_country,1
James Tobin,Richard Mentor Johnson,same_birth_country,1
James Tobin,Ricardo Rosselló,same_birth_country,1
James Tobin,Ralph Northam,same_birth_country,1
James Tobin,Rex Tillerson,same_birth_country,1
James Tobin,Robert A. Heinlein,same_birth_country,1
James Tobin,Robert F. Engle,same_birth_country,1
James Tobin,"Robert Lucas, Jr.",same_birth_country,1
James Tobin,Robert Fogel,same_birth_country,1
James Tobin,Robert Mueller,same_birth_country,1
James Tobin,Robert Todd Lincoln,same_birth_country,1
James Tobin,Richard Nixon,same_birth_country,1
James Tobin,Roger Ebert,same_birth_country,1
James Tobin,Rudy Giuliani,same_birth_country,1
James Tobin,Ron DeSantis,same_birth_country,1
James Tobin,Sam Nunn,same_birth_country,1
James Tobin,Rutherford B. Hayes,same_birth_country,1
James Tobin,Samuel Dexter,same_birth_country,1
James Tobin,Scott Walker (chính khách),same_birth_country,1
James Tobin,Roy Cooper,same_birth_country,1
James Tobin,Sarah Palin,same_birth_country,1
James Tobin,Sheryl Sandberg,same_birth_country,1
James Tobin,Spencer Cox,same_birth_country,1
James Tobin,Stephen A. Douglas,same_birth_country,1
James Tobin,Ronald Reagan,same_birth_country,1
James Tobin,Steven Mnuchin,same_birth_country,1
James Tobin,Ted Kennedy,same_birth_country,1
James Tobin,Steve Sisolak,same_birth_country,1
James Tobin,Tate Reeves,same_birth_country,1
James Tobin,Theodore Schultz,same_birth_country,1
James Tobin,Thomas A. Hendricks,same_birth_country,1
James Tobin,Thomas R. Marshall,same_birth_country,1
James Tobin,Theodore Roosevelt Jr.,same_birth_country,1
James Tobin,Thaddeus Stevens,same_birth_country,1
James Tobin,Theodore Roosevelt,same_birth_country,1
James Tobin,Tim Cook,same_birth_country,1
James Tobin,Tim Walz,same_birth_country,1
James Tobin,Tony Evers,same_birth_country,1
James Tobin,Tim Kaine,same_birth_country,1
James Tobin,Tom Wolf,same_birth_country,1
James Tobin,Ulysses S. Grant,same_birth_country,1
James Tobin,Walter Mondale,same_birth_country,1
James Tobin,Warren G. Harding,same_birth_country,1
James Tobin,Taylor Swift,same_birth_country,1
James Tobin,William Barr,same_birth_country,1
James Tobin,William A. Wheeler,same_birth_country,1
James Tobin,William Faulkner,same_birth_country,1
James Tobin,William P. Rogers,same_birth_country,1
James Tobin,William R. King,same_birth_country,1
James Tobin,William Howard Taft,same_birth_country,1
James Tobin,William Weld,same_birth_country,1
James Tobin,William McKinley,same_birth_country,1
Janet Reno,Jared Kushner,same_birth_country,1
Janet Reno,Jared Polis,same_birth_country,1
Janet Reno,Jean Kennedy Smith,same_birth_country,1
Janet Reno,Janet Mills,same_birth_country,1
Janet Reno,Jay Inslee,same_birth_country,1
Janet Reno,Jen Psaki,same_birth_country,1
Janet Reno,Jeff Bezos,same_birth_country,1
Janet Reno,Jesse Jackson,same_birth_country,1
Janet Reno,Jim Webb,same_birth_country,1
Janet Reno,Jim McGreevey,same_birth_country,1
Janet Reno,Jill Stein,same_birth_country,1
Janet Reno,Jill Biden,same_birth_country,1
Janet Reno,John Boehner,same_birth_country,1
Janet Reno,Jim Justice,same_birth_country,1
Janet Reno,John C. Breckinridge,same_birth_country,1
Janet Reno,John Bel Edwards,same_birth_country,1
Janet Reno,John C. Calhoun,same_birth_country,1
Janet Reno,John Foster Dulles,same_birth_country,1
Janet Reno,John Glenn,same_birth_country,1
Janet Reno,John Hickenlooper,same_birth_country,1
Janet Reno,Jimmy Carter,same_birth_country,1
Janet Reno,John F. Kennedy,same_birth_country,1
Janet Reno,John Kasich,same_birth_country,1
Janet Reno,John Carney,same_birth_country,1
Janet Reno,John Roberts,same_birth_country,1
Janet Reno,John Nance Garner,same_birth_country,1
Janet Reno,John Quincy Adams,same_birth_country,1
Janet Reno,John O. Brennan,same_birth_country,1
Janet Reno,John R. Bolton,same_birth_country,1
Janet Reno,Joe Biden,same_birth_country,1
Janet Reno,John Tyler,same_birth_country,1
Janet Reno,Jon Ossoff,same_birth_country,1
Janet Reno,Joseph McCarthy,same_birth_country,1
Janet Reno,John Volpe,same_birth_country,1
Janet Reno,Joshua Angrist,same_birth_country,1
Janet Reno,Josh Shapiro,same_birth_country,1
Janet Reno,Joseph Stiglitz,same_birth_country,1
Janet Reno,Karen Pence,same_birth_country,1
Janet Reno,Kate Brown,same_birth_country,1
Janet Reno,Kevin McCarthy,same_birth_country,1
Janet Reno,Kay Ivey,same_birth_country,1
Janet Reno,Kenneth Arrow,same_birth_country,1
Janet Reno,Kevin Stitt,same_birth_country,1
Janet Reno,Kamala Harris,same_birth_country,1
Janet Reno,Kim Reynolds,same_birth_country,1
Janet Reno,Kristi Noem,same_birth_country,1
Janet Reno,Kurt Vonnegut,same_birth_country,1
Janet Reno,Lady Bird Johnson,same_birth_country,1
Janet Reno,Larry Hogan,same_birth_country,1
Janet Reno,Lawrence Summers,same_birth_country,1
Janet Reno,Lawrence Klein,same_birth_country,1
Janet Reno,Leon Panetta,same_birth_country,1
Janet Reno,Lucy Webb Hayes,same_birth_country,1
Janet Reno,Lloyd Austin,same_birth_country,1
Janet Reno,Laura Kelly,same_birth_country,1
Janet Reno,Lyndon B. Johnson,same_birth_country,1
Janet Reno,Marianne Williamson,same_birth_country,1
Janet Reno,Marco Rubio,same_birth_country,1
Janet Reno,Mark Leno,same_birth_country,1
Janet Reno,Mark Gordon (chính trị gia),same_birth_country,1
Janet Reno,Martin O'Malley,same_birth_country,1
Janet Reno,Mark Zuckerberg,same_birth_country,1
Janet Reno,Michael Spence,same_birth_country,1
Janet Reno,Michael Froman,same_birth_country,1
Janet Reno,Miguel Cardona,same_birth_country,1
Janet Reno,Mike Johnson,same_birth_country,1
Janet Reno,Mike Pence,same_birth_country,1
Janet Reno,Mike Pompeo,same_birth_country,1
Janet Reno,Michelle Obama,same_birth_country,1
Janet Reno,Mike Dunleavy,same_birth_country,1
Janet Reno,Mitch McConnell,same_birth_country,1
Janet Reno,Michelle Lujan Grisham,same_birth_country,1
Janet Reno,Milton Friedman,same_birth_country,1
Janet Reno,Mike DeWine,same_birth_country,1
Janet Reno,Nancy Pelosi,same_birth_country,1
Janet Reno,Neil Gorsuch,same_birth_country,1
Janet Reno,Ned Lamont,same_birth_country,1
Janet Reno,Nelson Rockefeller,same_birth_country,1
Janet Reno,Norman Naimark,same_birth_country,1
Janet Reno,Nikki Haley,same_birth_country,1
Janet Reno,Oliver Wolcott Jr.,same_birth_country,1
Janet Reno,Paul Ryan,same_birth_country,1
Janet Reno,Paul Samuelson,same_birth_country,1
Janet Reno,Pete Buttigieg,same_birth_country,1
Janet Reno,Phil Scott,same_birth_country,1
Janet Reno,Pete Ricketts,same_birth_country,1
Janet Reno,Pete Hegseth,same_birth_country,1
Janet Reno,Phil Murphy,same_birth_country,1
Janet Reno,Rafael Mandelman,same_birth_country,1
Janet Reno,Noam Chomsky,same_birth_country,1
Janet Reno,Rand Paul,same_birth_country,1
Janet Reno,Richard Rush,same_birth_country,1
Janet Reno,Richard Mentor Johnson,same_birth_country,1
Janet Reno,Ricardo Rosselló,same_birth_country,1
Janet Reno,Ralph Northam,same_birth_country,1
Janet Reno,Rex Tillerson,same_birth_country,1
Janet Reno,Robert A. Heinlein,same_birth_country,1
Janet Reno,Robert F. Engle,same_birth_country,1
Janet Reno,"Robert Lucas, Jr.",same_birth_country,1
Janet Reno,Robert Fogel,same_birth_country,1
Janet Reno,Robert Mueller,same_birth_country,1
Janet Reno,Robert Todd Lincoln,same_birth_country,1
Janet Reno,Richard Nixon,same_birth_country,1
Janet Reno,Roger Ebert,same_birth_country,1
Janet Reno,Rudy Giuliani,same_birth_country,1
Janet Reno,Ron DeSantis,same_birth_country,1
Janet Reno,Sam Nunn,same_birth_country,1
Janet Reno,Rutherford B. Hayes,same_birth_country,1
Janet Reno,Samuel Dexter,same_birth_country,1
Janet Reno,Scott Walker (chính khách),same_birth_country,1
Janet Reno,Roy Cooper,same_birth_country,1
Janet Reno,Sarah Palin,same_birth_country,1
Janet Reno,Sheryl Sandberg,same_birth_country,1
Janet Reno,Spencer Cox,same_birth_country,1
Janet Reno,Stephen A. Douglas,same_birth_country,1
Janet Reno,Ronald Reagan,same_birth_country,1
Janet Reno,Steven Mnuchin,same_birth_country,1
Janet Reno,Ted Kennedy,same_birth_country,1
Janet Reno,Steve Sisolak,same_birth_country,1
Janet Reno,Tate Reeves,same_birth_country,1
Janet Reno,Theodore Schultz,same_birth_country,1
Janet Reno,Thomas A. Hendricks,same_birth_country,1
Janet Reno,Thomas R. Marshall,same_birth_country,1
Janet Reno,Theodore Roosevelt Jr.,same_birth_country,1
Janet Reno,Thaddeus Stevens,same_birth_country,1
Janet Reno,Theodore Roosevelt,same_birth_country,1
Janet Reno,Tim Cook,same_birth_country,1
Janet Reno,Tim Walz,same_birth_country,1
Janet Reno,Tony Evers,same_birth_country,1
Janet Reno,Tim Kaine,same_birth_country,1
Janet Reno,Tom Wolf,same_birth_country,1
Janet Reno,Ulysses S. Grant,same_birth_country,1
Janet Reno,Walter Mondale,same_birth_country,1
Janet Reno,Warren G. Harding,same_birth_country,1
Janet Reno,Taylor Swift,same_birth_country,1
Janet Reno,William Barr,same_birth_country,1
Janet Reno,William A. Wheeler,same_birth_country,1
Janet Reno,William Faulkner,same_birth_country,1
Janet Reno,William P. Rogers,same_birth_country,1
Janet Reno,William R. King,same_birth_country,1
Janet Reno,William Howard Taft,same_birth_country,1
Janet Reno,William Weld,same_birth_country,1
Janet Reno,William McKinley,same_birth_country,1
Jared Kushner,Jared Polis,same_birth_country,1
Jared Kushner,Jean Kennedy Smith,same_birth_country,1
Jared Kushner,Janet Mills,same_birth_country,1
Jared Kushner,Jay Inslee,same_birth_country,1
Jared Kushner,Jen Psaki,same_birth_country,1
Jared Kushner,Jeff Bezos,same_birth_country,1
Jared Kushner,Jesse Jackson,same_birth_country,1
Jared Kushner,Jim Webb,same_birth_country,1
Jared Kushner,Jim McGreevey,same_birth_country,1
Jared Kushner,Jill Stein,same_birth_country,1
Jared Kushner,Jill Biden,same_birth_country,1
Jared Kushner,John Boehner,same_birth_country,1
Jared Kushner,Jim Justice,same_birth_country,1
Jared Kushner,John C. Breckinridge,same_birth_country,1
Jared Kushner,John Bel Edwards,same_birth_country,1
Jared Kushner,John C. Calhoun,same_birth_country,1
Jared Kushner,John Foster Dulles,same_birth_country,1
Jared Kushner,John Glenn,same_birth_country,1
Jared Kushner,John Hickenlooper,same_birth_country,1
Jared Kushner,Jimmy Carter,same_birth_country,1
Jared Kushner,John F. Kennedy,same_birth_country,1
Jared Kushner,John Kasich,same_birth_country,1
Jared Kushner,John Carney,same_birth_country,1
Jared Kushner,John Roberts,same_birth_country,1
Jared Kushner,John Nance Garner,same_birth_country,1
Jared Kushner,John Quincy Adams,same_birth_country,1
Jared Kushner,John O. Brennan,same_birth_country,1
Jared Kushner,John R. Bolton,same_birth_country,1
Jared Kushner,Joe Biden,same_birth_country,1
Jared Kushner,John Tyler,same_birth_country,1
Jared Kushner,Jon Ossoff,same_birth_country,1
Jared Kushner,Joseph McCarthy,same_birth_country,1
Jared Kushner,John Volpe,same_birth_country,1
Jared Kushner,Joshua Angrist,same_birth_country,1
Jared Kushner,Josh Shapiro,same_birth_country,1
Jared Kushner,Joseph Stiglitz,same_birth_country,1
Jared Kushner,Karen Pence,same_birth_country,1
Jared Kushner,Kate Brown,same_birth_country,1
Jared Kushner,Kevin McCarthy,same_birth_country,1
Jared Kushner,Kay Ivey,same_birth_country,1
Jared Kushner,Kenneth Arrow,same_birth_country,1
Jared Kushner,Kevin Stitt,same_birth_country,1
Jared Kushner,Kamala Harris,same_birth_country,1
Jared Kushner,Kim Reynolds,same_birth_country,1
Jared Kushner,Kristi Noem,same_birth_country,1
Jared Kushner,Kurt Vonnegut,same_birth_country,1
Jared Kushner,Lady Bird Johnson,same_birth_country,1
Jared Kushner,Larry Hogan,same_birth_country,1
Jared Kushner,Lawrence Summers,same_birth_country,1
Jared Kushner,Lawrence Klein,same_birth_country,1
Jared Kushner,Leon Panetta,same_birth_country,1
Jared Kushner,Lucy Webb Hayes,same_birth_country,1
Jared Kushner,Lloyd Austin,same_birth_country,1
Jared Kushner,Laura Kelly,same_birth_country,1
Jared Kushner,Lyndon B. Johnson,same_birth_country,1
Jared Kushner,Marianne Williamson,same_birth_country,1
Jared Kushner,Marco Rubio,same_birth_country,1
Jared Kushner,Mark Leno,same_birth_country,1
Jared Kushner,Mark Gordon (chính trị gia),same_birth_country,1
Jared Kushner,Martin O'Malley,same_birth_country,1
Jared Kushner,Mark Zuckerberg,same_birth_country,1
Jared Kushner,Michael Spence,same_birth_country,1
Jared Kushner,Michael Froman,same_birth_country,1
Jared Kushner,Miguel Cardona,same_birth_country,1
